"File","NEF","TIFF","Date Created","Date Modified","File Size","Image Size","Date Shot","Time Zone and Date","Image Quality","Artist","Copyright","Image Comment","Device","Lens","Focal Length","Focus Mode","AF-Area Mode","VR","AF Fine Tune","Aperture","Shutter Speed","Exposure Mode","Exposure Comp.","Exposure Tuning","Metering","ISO Sensitivity","Flash Device","Flash Sync Mode","Flash Mode","White Balance","Color Space","High ISO NR","Long Exposure NR","Active D-Lighting","Image Authentication","Vignette Control","Auto Distortion Control","Picture Control","Base","Quick Adjust","Sharpening","Contrast","Brightness","Saturation","Hue","Filter Effects","Toning","Optimize Image","Color Mode","Tone Comp.","Hue Adjustment","Saturation","Sharpening","Latitude","Longitude","Altitude","Altitude Reference","Heading","UTC","Map Datum","Scene Mode","Keywords"
"r1fdae952t","http://193.205.194.113/RAISE/NEF/r1fdae952t.NEF","http://193.205.194.113/RAISE/TIFF/r1fdae952t.TIF","9/20/2014 20:56","2/16/2012 7:33","9.26 MB","L (4288 x 2848)","33:48.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/3.5","1/4000s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; landscape; outdoor"
"r57f85f23t","http://193.205.194.113/RAISE/NEF/r57f85f23t.NEF","http://193.205.194.113/RAISE/TIFF/r57f85f23t.TIF","9/20/2014 20:56","2/16/2012 7:35","9.25 MB","L (4288 x 2848)","35:47.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","45mm","AF-A","Auto","ON","","f/4.8","1/4000s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; landscape; outdoor"
"rab4df140t","http://193.205.194.113/RAISE/NEF/rab4df140t.NEF","http://193.205.194.113/RAISE/TIFF/rab4df140t.TIF","9/20/2014 20:56","2/16/2012 7:36","9.36 MB","L (4288 x 2848)","36:48.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/3.5","1/4000s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; landscape; outdoor"
"rffed2596t","http://193.205.194.113/RAISE/NEF/rffed2596t.NEF","http://193.205.194.113/RAISE/TIFF/rffed2596t.TIF","9/20/2014 20:56","2/16/2012 8:49","10.9 MB","L (4288 x 2848)","49:13.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/3.5","1/4000s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r0b3220e1t","http://193.205.194.113/RAISE/NEF/r0b3220e1t.NEF","http://193.205.194.113/RAISE/TIFF/r0b3220e1t.TIF","9/20/2014 20:57","2/16/2012 8:49","11.0 MB","L (4288 x 2848)","49:23.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","22mm","AF-A","Auto","ON","","f/3.8","1/4000s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"rfe0ae6abt","http://193.205.194.113/RAISE/NEF/rfe0ae6abt.NEF","http://193.205.194.113/RAISE/TIFF/rfe0ae6abt.TIF","9/20/2014 20:57","2/16/2012 8:49","10.3 MB","L (4288 x 2848)","49:44.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/3.5","1/3200s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r3197ab81t","http://193.205.194.113/RAISE/NEF/r3197ab81t.NEF","http://193.205.194.113/RAISE/TIFF/r3197ab81t.TIF","9/20/2014 20:57","2/16/2012 8:50","10.5 MB","L (4288 x 2848)","50:15.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","34mm","AF-A","Auto","ON","","f/4.2","1/2500s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor; people"
"rcffecb23t","http://193.205.194.113/RAISE/NEF/rcffecb23t.NEF","http://193.205.194.113/RAISE/TIFF/rcffecb23t.TIF","9/20/2014 20:57","2/16/2012 8:50","10.2 MB","L (4288 x 2848)","50:22.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","38mm","AF-A","Auto","ON","","f/4.5","1/2500s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor; people"
"r2408c184t","http://193.205.194.113/RAISE/NEF/r2408c184t.NEF","http://193.205.194.113/RAISE/TIFF/r2408c184t.TIF","9/20/2014 20:57","2/16/2012 8:50","9.97 MB","L (4288 x 2848)","50:25.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","105mm","AF-A","Auto","ON","","f/5.6","1/2000s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor; people"
"r5392afc0t","http://193.205.194.113/RAISE/NEF/r5392afc0t.NEF","http://193.205.194.113/RAISE/TIFF/r5392afc0t.TIF","9/20/2014 20:57","2/16/2012 8:50","10.1 MB","L (4288 x 2848)","50:30.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","52mm","AF-A","Auto","ON","","f/5","1/2000s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor; people"
"r2bd2b5abt","http://193.205.194.113/RAISE/NEF/r2bd2b5abt.NEF","http://193.205.194.113/RAISE/TIFF/r2bd2b5abt.TIF","9/20/2014 20:57","2/16/2012 8:51","10.2 MB","L (4288 x 2848)","51:05.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","22mm","AF-A","Auto","ON","","f/3.8","1/4000s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor; people"
"r4fd46dcft","http://193.205.194.113/RAISE/NEF/r4fd46dcft.NEF","http://193.205.194.113/RAISE/TIFF/r4fd46dcft.TIF","9/20/2014 20:57","2/16/2012 8:51","9.79 MB","L (4288 x 2848)","51:19.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/3.5","1/2500s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor; people"
"r35b19f87t","http://193.205.194.113/RAISE/NEF/r35b19f87t.NEF","http://193.205.194.113/RAISE/TIFF/r35b19f87t.TIF","9/20/2014 20:57","2/16/2012 8:57","10.7 MB","L (4288 x 2848)","57:46.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/3.5","1/1250s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; outdoor"
"r607b1e57t","http://193.205.194.113/RAISE/NEF/r607b1e57t.NEF","http://193.205.194.113/RAISE/TIFF/r607b1e57t.TIF","9/20/2014 20:57","2/16/2012 8:57","10.6 MB","L (4288 x 2848)","57:56.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/3.5","1/800s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; outdoor"
"re02c30cat","http://193.205.194.113/RAISE/NEF/re02c30cat.NEF","http://193.205.194.113/RAISE/TIFF/re02c30cat.TIF","9/20/2014 20:57","2/16/2012 8:58","10.4 MB","L (4288 x 2848)","58:49.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","50mm","AF-A","Auto","ON","","f/5","1/1000s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; outdoor"
"rc7e696dbt","http://193.205.194.113/RAISE/NEF/rc7e696dbt.NEF","http://193.205.194.113/RAISE/TIFF/rc7e696dbt.TIF","9/20/2014 20:57","2/16/2012 9:00","10.4 MB","L (4288 x 2848)","00:54.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/3.5","1/1250s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; outdoor"
"r59d255b2t","http://193.205.194.113/RAISE/NEF/r59d255b2t.NEF","http://193.205.194.113/RAISE/TIFF/r59d255b2t.TIF","9/20/2014 20:57","2/16/2012 9:02","11.1 MB","L (4288 x 2848)","02:15.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/3.5","1/4000s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; outdoor"
"r0dd7b354t","http://193.205.194.113/RAISE/NEF/r0dd7b354t.NEF","http://193.205.194.113/RAISE/TIFF/r0dd7b354t.TIF","9/20/2014 20:57","2/16/2012 9:02","11.3 MB","L (4288 x 2848)","02:55.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","30mm","AF-A","Auto","ON","","f/4.2","1/4000s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; outdoor"
"rc9594927t","http://193.205.194.113/RAISE/NEF/rc9594927t.NEF","http://193.205.194.113/RAISE/TIFF/rc9594927t.TIF","9/20/2014 20:57","2/16/2012 9:03","10.9 MB","L (4288 x 2848)","03:13.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/3.5","1/4000s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; outdoor"
"r7bccaa24t","http://193.205.194.113/RAISE/NEF/r7bccaa24t.NEF","http://193.205.194.113/RAISE/TIFF/r7bccaa24t.TIF","9/20/2014 20:57","2/16/2012 9:04","11.2 MB","L (4288 x 2848)","04:09.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/3.5","1/2000s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; outdoor"
"r58c9496ft","http://193.205.194.113/RAISE/NEF/r58c9496ft.NEF","http://193.205.194.113/RAISE/TIFF/r58c9496ft.TIF","9/20/2014 20:57","2/16/2012 9:05","10.1 MB","L (4288 x 2848)","05:20.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/3.5","1/400s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; outdoor"
"r7bd7c682t","http://193.205.194.113/RAISE/NEF/r7bd7c682t.NEF","http://193.205.194.113/RAISE/TIFF/r7bd7c682t.TIF","9/20/2014 20:57","2/16/2012 9:06","10.3 MB","L (4288 x 2848)","06:10.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","22mm","AF-A","Auto","ON","","f/3.8","1/2000s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; outdoor"
"r4042dcfdt","http://193.205.194.113/RAISE/NEF/r4042dcfdt.NEF","http://193.205.194.113/RAISE/TIFF/r4042dcfdt.TIF","9/20/2014 20:58","2/16/2012 9:09","10.3 MB","L (4288 x 2848)","09:05.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/3.5","1/2000s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; outdoor"
"r750d8930t","http://193.205.194.113/RAISE/NEF/r750d8930t.NEF","http://193.205.194.113/RAISE/TIFF/r750d8930t.TIF","9/20/2014 20:58","2/16/2012 9:38","10.4 MB","L (4288 x 2848)","38:34.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/3.5","1/1250s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; outdoor"
"r26e946c5t","http://193.205.194.113/RAISE/NEF/r26e946c5t.NEF","http://193.205.194.113/RAISE/TIFF/r26e946c5t.TIF","9/20/2014 20:58","2/16/2012 9:49","9.57 MB","L (4288 x 2848)","49:15.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","66mm","AF-A","Auto","ON","","f/5.3","1/640s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; outdoor; people"
"r217309det","http://193.205.194.113/RAISE/NEF/r217309det.NEF","http://193.205.194.113/RAISE/TIFF/r217309det.TIF","9/20/2014 20:58","2/16/2012 10:03","10.4 MB","L (4288 x 2848)","03:55.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","50mm","AF-A","Auto","ON","","f/5","1/1250s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor; people"
"rfff025eet","http://193.205.194.113/RAISE/NEF/rfff025eet.NEF","http://193.205.194.113/RAISE/TIFF/rfff025eet.TIF","9/20/2014 20:58","2/16/2012 10:04","10.3 MB","L (4288 x 2848)","04:00.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","105mm","AF-A","Auto","ON","","f/5.6","1/1600s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor; people"
"rf2fc814bt","http://193.205.194.113/RAISE/NEF/rf2fc814bt.NEF","http://193.205.194.113/RAISE/TIFF/rf2fc814bt.TIF","9/20/2014 20:58","2/16/2012 10:04","10.3 MB","L (4288 x 2848)","04:02.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","105mm","AF-A","Auto","ON","","f/5.6","1/2000s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor; people"
"r497e2f3bt","http://193.205.194.113/RAISE/NEF/r497e2f3bt.NEF","http://193.205.194.113/RAISE/TIFF/r497e2f3bt.TIF","9/20/2014 20:58","2/16/2012 10:04","10.2 MB","L (4288 x 2848)","04:04.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","58mm","AF-A","Auto","ON","","f/5","1/2000s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor; people"
"r80f02145t","http://193.205.194.113/RAISE/NEF/r80f02145t.NEF","http://193.205.194.113/RAISE/TIFF/r80f02145t.TIF","9/20/2014 20:58","2/16/2012 10:04","10.7 MB","L (4288 x 2848)","04:39.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","38mm","AF-A","Auto","ON","","f/4.5","1/3200s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; outdoor"
"r52b6b3edt","http://193.205.194.113/RAISE/NEF/r52b6b3edt.NEF","http://193.205.194.113/RAISE/TIFF/r52b6b3edt.TIF","9/20/2014 20:58","2/16/2012 10:25","10.9 MB","L (4288 x 2848)","25:41.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/11","1/200s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; landscape; outdoor; people"
"rcf8e62abt","http://193.205.194.113/RAISE/NEF/rcf8e62abt.NEF","http://193.205.194.113/RAISE/TIFF/rcf8e62abt.TIF","9/20/2014 20:58","2/16/2012 10:27","9.55 MB","L (4288 x 2848)","27:01.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","24mm","AF-A","Auto","ON","","f/11","1/400s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; landscape; outdoor"
"rf0263f68t","http://193.205.194.113/RAISE/NEF/rf0263f68t.NEF","http://193.205.194.113/RAISE/TIFF/rf0263f68t.TIF","9/20/2014 20:58","2/16/2012 10:27","11.0 MB","L (4288 x 2848)","27:09.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","42mm","AF-A","Auto","ON","","f/11","1/125s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; landscape; outdoor; people"
"rbee79928t","http://193.205.194.113/RAISE/NEF/rbee79928t.NEF","http://193.205.194.113/RAISE/TIFF/rbee79928t.TIF","9/20/2014 20:58","2/16/2012 10:28","10.8 MB","L (4288 x 2848)","28:00.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/11","1/320s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; landscape; outdoor"
"rf69dde74t","http://193.205.194.113/RAISE/NEF/rf69dde74t.NEF","http://193.205.194.113/RAISE/TIFF/rf69dde74t.TIF","9/20/2014 20:58","2/16/2012 10:28","10.6 MB","L (4288 x 2848)","28:20.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","50mm","AF-A","Auto","ON","","f/11","1/640s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; outdoor"
"r72f50bebt","http://193.205.194.113/RAISE/NEF/r72f50bebt.NEF","http://193.205.194.113/RAISE/TIFF/r72f50bebt.TIF","9/20/2014 20:58","2/16/2012 10:28","10.5 MB","L (4288 x 2848)","28:28.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","105mm","AF-A","Auto","ON","","f/11","1/500s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; outdoor"
"rda1a876dt","http://193.205.194.113/RAISE/NEF/rda1a876dt.NEF","http://193.205.194.113/RAISE/TIFF/rda1a876dt.TIF","9/20/2014 20:58","2/16/2012 10:29","9.90 MB","L (4288 x 2848)","29:03.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","30mm","AF-A","Auto","ON","","f/11","1/400s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; landscape; outdoor"
"r21fc4292t","http://193.205.194.113/RAISE/NEF/r21fc4292t.NEF","http://193.205.194.113/RAISE/TIFF/r21fc4292t.TIF","9/20/2014 20:58","2/16/2012 10:29","11.2 MB","L (4288 x 2848)","29:21.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","18mm","AF-A","Auto","ON","","f/11","1/640s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; outdoor"
"r51e7fe73t","http://193.205.194.113/RAISE/NEF/r51e7fe73t.NEF","http://193.205.194.113/RAISE/TIFF/r51e7fe73t.TIF","9/20/2014 20:58","2/16/2012 10:30","11.2 MB","L (4288 x 2848)","30:26.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","25mm","AF-A","Auto","ON","","f/11","1/500s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","buildings; outdoor"
"rd9ab4dd1t","http://193.205.194.113/RAISE/NEF/rd9ab4dd1t.NEF","http://193.205.194.113/RAISE/TIFF/rd9ab4dd1t.TIF","9/20/2014 20:58","2/16/2012 10:44","9.62 MB","L (4288 x 2848)","44:44.0","UTC+1, DST:OFF","Compressed RAW (12-bit)","","","","Nikon D90","VR 18-105mm f/3.5-5.6G","58mm","AF-A","Auto","ON","","f/5","1/2000s","Aperture Priority","0EV","","Matrix","ISO 200","","","","Cloudy, 0, 0","Adobe RGB","OFF","OFF","Extra High","","","","[SD] STANDARD","[SD] STANDARD","2","5","Active D-Lighting","Active D-Lighting","2","0","","","","","","","","","","","","","","","","","outdoor; people"
